ID,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
6922,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"GANESH PRASAD TRAVELS","A/C Seater (2+2)",21:00:00,"13h 55m",10:55:00,3.5,2500.00,"49 Seats available"
6923,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"GANESH PRASAD TRAVELS","NON A/C Seater (2+2)",20:00:00,"13h 55m",09:55:00,3.3,2500.00,"49 Seats available"
6924,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Abhishek Vishal Travels (Samarth)","A/C Sleeper (2+1)",17:15:00,"16h 50m",10:05:00,3.3,599.00,"29 Seats available"
6925,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Dolphin Travel House (39)","A/C Sleeper (2+1)",16:30:00,"16h 45m",09:15:00,3.3,660.00,"25 Seats available"
6926,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Dolphin Travel House (40)","A/C Sleeper (2+1)",20:00:00,"17h 15m",13:15:00,3.3,710.00,"19 Seats available"
6927,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Dolphin travel house","A/C Sleeper (2+1)",17:45:00,"17h 00m",10:45:00,3.7,660.00,"25 Seats available"
6928,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Shubham Saijyoti Travels","A/C Sleeper (2+1)",19:15:00,"15h 45m",11:00:00,3.6,550.00,"24 Seats available"
6929,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Global Travel Agency (GTA)","A/C Sleeper (2+1)",13:20:00,"15h 55m",05:15:00,3.6,674.00,"7 Seats available"
6930,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Sanvi Travels - Shree","A/C Sleeper (2+1)",17:00:00,"16h 30m",09:30:00,3.5,600.00,"27 Seats available"
6931,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Shubham Vailankanni Travels","VE A/C Sleeper (2+1)",20:30:00,"15h 35m",12:05:00,2.5,600.00,"28 Seats available"
6932,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Naik Tours And Travels","NON A/C Sleeper (2+1)",14:25:00,"16h 20m",06:45:00,2.8,550.00,"19 Seats available"
6933,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Atmaram Manish Travels","A/C Seater (2+2)",15:00:00,"16h 30m",07:30:00,2.4,450.00,"34 Seats available"
6934,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Jolly Tours and Travels","A/C Sleeper (2+1)",18:30:00,"12h 35m",07:05:00,2.2,800.00,"21 Seats available"
6935,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Abhishek Vishal Travels","NON A/C Push Back (2+2)",14:50:00,"16h 20m",07:10:00,3.3,450.00,"35 Seats available"
6936,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"PVS Tours and Travels","A/C Sleeper (2+1)",18:35:00,"14h 10m",08:45:00,3.2,650.00,"22 Seats available"
6937,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Konkan Travels Mujawar","NON A/C Sleeper (2+1)",18:45:00,"16h 45m",11:30:00,3.6,415.00,"28 Seats available"
6938,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Shubhra Sharma Tourist Services","A/C Sleeper (2+1)",16:46:00,"17h 45m",10:31:00,1.7,600.00,"23 Seats available"
6939,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Dolphin travel house","A/C Sleeper (2+1)",19:00:00,"16h 45m",11:45:00,3.4,660.00,"34 Seats available"
6940,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Gujarat Travels","AC Sleeper (2+1)",20:45:00,"13h 26m",10:11:00,3.1,540.00,"28 Seats available"
6941,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Giroba Travels","A/C Sleeper (2+1)",16:45:00,"17h 45m",10:30:00,2.3,700.00,"23 Seats available"
6942,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Dolphin travel house","Mercedes Benz A/C Sleeper (2+1)",21:30:00,"15h 45m",13:15:00,3.1,860.00,"26 Seats available"
6943,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Naik Tours And Travels","Bharat Benz A/C Sleeper (2+1)",20:30:00,"13h 30m",10:00:00,2.5,800.00,"24 Seats available"
6944,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Shubhra Sharma Tourist Services","A/C Sleeper (2+1)",20:20:00,"14h 40m",11:00:00,2.8,555.00,"25 Seats available"
6945,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Roshan Travels","Benz A/C Sleeper (2+1)",18:45:00,"17h 00m",11:45:00,1.9,550.00,"21 Seats available"
6946,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Anand Travels","NON A/C Sleeper (2+1)",17:20:00,"13h 10m",06:30:00,2.6,450.00,"24 Seats available"
6947,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Maa tours & Travels","A/C Seater (2+2)",17:20:00,"16h 40m",10:00:00,1.6,600.00,"20 Seats available"
6948,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Atmaram Travels","A/C Sleeper (2+1)",17:00:00,"15h 00m",08:00:00,2.3,550.00,"26 Seats available"
6949,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Naik Tours And Travels","AC Seater (2+2)",19:55:00,"14h 05m",10:00:00,2.2,1100.00,"37 Seats available"
6950,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Sanvi Travels - Shree","A/C Sleeper (2+1)",17:10:00,"16h 30m",09:40:00,2.2,650.00,"28 Seats available"
6951,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Atmaram Travels","A/C Seater / Sleeper (2+1)",18:30:00,"16h 15m",10:45:00,1.9,500.00,"31 Seats available"
6952,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Atmaram Travels","NON A/C Sleeper (2+1)",16:30:00,"17h 30m",10:00:00,2.7,550.00,"23 Seats available"
6953,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Atmaram Travels","A/C Seater / Sleeper (2+1)",16:30:00,"16h 15m",08:45:00,3.7,500.00,"31 Seats available"
6954,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Naik Travels (Syndicate)","NON A/C Sleeper (2+1)",19:30:00,"15h 02m",10:32:00,3.5,550.00,"23 Seats available"
6955,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Mascot Travels(Patil)","A/C Sleeper (2+1)",16:00:00,"17h 15m",09:15:00,3.3,569.00,"27 Seats available"
6956,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Konkan Travels Mujawar","NON A/C Sleeper (2+1)",18:50:00,"16h 55m",11:45:00,3.2,415.00,"27 Seats available"
6957,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"PVS Tours and Travels","A/C Seater Push Back (2+2)",18:35:00,"14h 10m",08:45:00,3.1,1800.00,"31 Seats available"
6958,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Abhishek Vishal Travels","A/C Sleeper (2+1)",16:00:00,"16h 40m",08:40:00,3.1,699.00,"25 Seats available"
6959,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Sarita Sharma Tourist Services","A/C Sleeper (2+1)",17:00:00,"17h 30m",10:30:00,3.1,600.00,"29 Seats available"
6960,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Shubhra Sharma Tourist Services","A/C Sleeper (2+1)",16:46:00,"17h 45m",10:31:00,2.9,600.00,"28 Seats available"
6961,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Shubhra Sharma Tourist Services","A/C Sleeper (2+1)",20:20:00,"14h 40m",11:00:00,2.6,599.00,"30 Seats available"
6962,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Roshan Travels","A/C Sleeper (2+1)",16:45:00,"16h 30m",09:15:00,2.4,650.00,"20 Seats available"
6963,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Manish Travels","NON A/C Seater (2+2)",15:00:00,"16h 30m",07:30:00,3,450.00,"28 Seats available"
6964,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"Atmaram Manish Travels","A/C Sleeper (2+1)",17:15:00,"16h 15m",09:30:00,0,550.00,"23 Seats available"
6965,"Mumbai to Goa",https://www.redbus.in/bus-tickets/mumbai-to-goa,"VRL Travels","A/C Sleeper (2+1)",19:45:00,"14h 00m",09:45:00,0,800.00,"21 Seats available"
6966,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 141293","Volvo AC Seater 2+2",19:45:00,"12h 30m",08:15:00,3.9,700.00,"19 Seats available"
6967,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Intercity travels","Bharat Benz A/C Sleeper (2+1)",21:00:00,"13h 15m",10:15:00,4.3,1099.00,"15 Seats available"
6968,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Sunrise Tours and Travels","A/C Sleeper (2+1)",21:20:00,"12h 55m",10:15:00,4.2,1099.00,"4 Seats available"
6969,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"AdStreamline tours and travels","A/C Sleeper (2+1)",21:00:00,"13h 00m",10:00:00,4.1,999.00,"23 Seats available"
6970,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"IntrCity SmartBus","AC Sleeper (2+1)",20:30:00,"14h 10m",10:40:00,4.2,966.00,"12 Seats available"
6971,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Streamline tours and travels","A/C Sleeper (2+1)",22:00:00,"12h 55m",10:55:00,3.9,999.00,"26 Seats available"
6972,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Shanta Travels","NON A/C Sleeper (2+1)",19:30:00,"12h 45m",08:15:00,3.7,810.00,"18 Seats available"
6973,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"AdStreamline tours and travels","A/C Sleeper (2+1)",23:00:00,"13h 00m",12:00:00,3.2,999.00,"25 Seats available"
6974,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Butterfly Holidays","VE A/C Sleeper (2+1)",21:20:00,"12h 40m",10:00:00,4.1,3999.00,"32 Seats available"
6975,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"IntrCity SmartBus","AC Sleeper (2+1)",21:30:00,"13h 50m",11:20:00,3.1,818.00,"23 Seats available"
6976,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Sea Bird Tourist","NON A/C Sleeper (2+1)",20:30:00,"13h 30m",10:00:00,3.6,700.00,"15 Seats available"
6977,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Sugama Tourist","NON A/C Sleeper (2+1)",20:30:00,"11h 15m",07:45:00,3,850.00,"11 Seats available"
6978,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Sea Bird Tourist","NON A/C Sleeper (2+1)",18:00:00,"13h 00m",07:00:00,2.9,700.00,"16 Seats available"
6979,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Anand Travels","NON A/C Sleeper (2+1)",18:00:00,"13h 30m",07:30:00,3.9,710.00,"17 Seats available"
6980,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Sugama Tourist","NON A/C Sleeper (2+1)",20:30:00,"12h 15m",08:45:00,2.1,900.00,"11 Seats available"
6981,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Bharathi Travels","A/C Sleeper (2+1)",23:15:00,"12h 15m",11:30:00,2.3,1399.00,"23 Seats available"
6982,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Sea Bird Tourist","Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2)",22:30:00,"13h 00m",11:30:00,2.6,700.00,"39 Seats available"
6983,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Sugama Tourist","NON A/C Sleeper (2+1)",20:30:00,"11h 45m",08:15:00,3.1,900.00,"11 Seats available"
6984,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Sea Bird Tourist","Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2)",23:30:00,"13h 00m",12:30:00,3.6,700.00,"36 Seats available"
6985,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Jolly Tours and Travels","A/C Sleeper (2+1)",21:00:00,"12h 00m",09:00:00,2.3,850.00,"10 Seats available"
6986,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"SRS Travels","NON AC Seater / Sleeper 2+1",20:00:00,"13h 30m",09:30:00,3.1,699.00,"25 Seats available"
6987,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Sea Bird Tourist","A/C Sleeper (2+1)",22:15:00,"13h 00m",11:15:00,2.2,800.00,"26 Seats available"
6988,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"SRS Travels","NON AC Seater / Sleeper 2+1",20:00:00,"12h 30m",08:30:00,2.9,699.00,"25 Seats available"
6989,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Jolly Tours and Travels","A/C Sleeper (2+1)",20:45:00,"11h 00m",07:45:00,3.1,900.00,"10 Seats available"
6990,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Sea Bird Tourist","A/C Sleeper (2+1)",21:15:00,"13h 00m",10:15:00,2.3,800.00,"28 Seats available"
6991,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"VRL Travels","A/C Sleeper (2+1)",21:00:00,"13h 45m",10:45:00,3.9,1000.00,"19 Seats available"
6992,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"Limousine Tours & Travels","A/C Sleeper (1+2)",20:55:00,"11h 45m",08:40:00,0,2850.00,"1 Seat available"
6993,"Bangalore to Goa",https://www.redbus.in/bus-tickets/bangalore-to-goa,"VRL Travels","NON A/C Sleeper (2+1)",20:00:00,"13h 30m",09:30:00,0,900.00,"31 Seats available"
6994,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"Intercity travels","Bharat Benz A/C Sleeper (2+1)",18:00:00,"13h 15m",07:15:00,4.6,1799.00,"2 Seats available"
6995,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"IntrCity SmartBus","AC Sleeper (2+1)",17:00:00,"13h 05m",06:05:00,4.5,2210.00,"1 Seat available"
6996,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"IntrCity SmartBus","AC Sleeper (2+1)",19:00:00,"13h 35m",08:35:00,4.2,2057.00,"6 Seats available"
6997,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"Streamline tours and travels","A/C Sleeper (2+1)",18:00:00,"12h 30m",06:30:00,4.2,2370.00,"2 Seats available"
6998,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"Sunrise Tours and Travels","A/C Sleeper (2+1)",18:30:00,"12h 40m",07:10:00,4.4,1699.00,"1 Seat available"
6999,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"Shanta Travels","NON A/C Sleeper (2+1)",18:15:00,"13h 00m",07:15:00,4,1310.00,"6 Seats available"
7000,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"Butterfly Holidays","VE A/C Sleeper (2+1)",17:55:00,"13h 00m",06:55:00,3.5,3999.00,"32 Seats available"
7001,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"Sea Bird Tourist","A/C Sleeper (2+1)",20:30:00,"13h 00m",09:30:00,3.9,1500.00,"11 Seats available"
7002,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"Streamline tours and travels","A/C Sleeper (2+1)",19:00:00,"12h 30m",07:30:00,3.7,1710.00,"11 Seats available"
7003,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"Sugama Tourist","NON A/C Sleeper (2+1)",19:45:00,"12h 00m",07:45:00,3.5,1150.00,"4 Seats available"
7004,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"Sea Bird Tourist","NON A/C Sleeper (2+1)",17:30:00,"14h 00m",07:30:00,2.7,1200.00,"3 Seats available"
7005,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"Sea Bird Tourist","NON A/C Sleeper (2+1)",18:30:00,"14h 00m",08:30:00,3.4,1100.00,"11 Seats available"
7006,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"Sugama Tourist","NON A/C Sleeper (2+1)",18:00:00,"13h 48m",07:48:00,3.7,1150.00,"4 Seats available"
7007,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"Jolly Tours and Travels","A/C Sleeper (2+1)",18:30:00,"12h 30m",07:00:00,2.8,1300.00,"17 Seats available"
7008,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"Sugama Tourist","NON A/C Sleeper (2+1)",19:00:00,"12h 45m",07:45:00,3.4,1150.00,"4 Seats available"
7009,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"National travels and logistics","Bharat Benz A/C Sleeper (2+1)",21:15:00,"09h 45m",07:00:00,3.3,2900.00,"26 Seats available"
7010,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"PVS Tours and Travels","A/C Sleeper (2+1)",20:05:00,"14h 10m",10:15:00,1.9,3000.00,"32 Seats available"
7011,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"Balaji Tourist","Volvo Multi-Axle A/C Semisleeper (2+2)",20:45:00,"10h 40m",07:25:00,3.8,3000.00,"1 Seat available"
7012,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"Limousine Tours & Travels","A/C Sleeper (1+2)",16:05:00,"13h 55m",06:00:00,3.2,3325.00,"1 Seat available"
7013,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"VRL Travels","NON A/C Sleeper (2+1)",18:00:00,"14h 00m",08:00:00,0,1200.00,"7 Seats available"
7014,"Goa to Bangalore",https://www.redbus.in/bus-tickets/goa-to-bangalore,"VRL Travels","A/C Seater / Sleeper (2+1)",19:00:00,"14h 00m",09:00:00,0,1000.00,"8 Seats available"
7015,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Zingbus Plus","VE A/C Sleeper (2+1)",20:35:00,"16h 50m",13:25:00,4.6,2927.00,"1 Seat available"
7016,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"IntrCity SmartBus","AC Sleeper (2+1)",19:30:00,"14h 10m",09:40:00,4.4,2305.00,"6 Seats available"
7017,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Rajdhani Travels Corporation","VE A/C Sleeper (2+1)",19:30:00,"12h 40m",08:10:00,4.4,1900.00,"2 Seats available"
7018,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Zingbus Plus","Bharat Benz A/C Sleeper (2+1)",18:15:00,"17h 45m",12:00:00,4.2,1871.00,"4 Seats available"
7019,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels(M.Dev)","A/C Sleeper (2+1)",21:02:00,"13h 25m",10:27:00,4.4,2100.00,"1 Seat available"
7020,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"IntrCity SmartBus","AC Sleeper (2+1)",18:30:00,"14h 30m",09:00:00,4,2156.00,"8 Seats available"
7021,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"IntrCity SmartBus","AC Sleeper (2+1)",20:00:00,"14h 20m",10:20:00,4,2952.00,"7 Seats available"
7022,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels (Unity)","A/C Sleeper (2+1)",20:00:00,"15h 05m",11:05:00,4,2199.00,"12 Seats available"
7023,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"National Travels,Goa","A/C Sleeper (2+1)",19:30:00,"15h 00m",10:30:00,4,1800.00,"2 Seats available"
7024,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"IntrCity SmartBus","AC Sleeper (2+1)",21:00:00,"14h 20m",11:20:00,3.9,2564.00,"9 Seats available"
7025,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"VAILANKANNI TRAVELS","VE A/C Sleeper (2+1)",20:40:00,"14h 20m",11:00:00,3.9,1900.00,"3 Seats available"
7026,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"GANESH PRASAD TRAVELS","NON A/C Seater (2+2)",17:00:00,"15h 10m",08:10:00,3.8,1600.00,"41 Seats available"
7027,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"GANESH PRASAD TRAVELS","A/C Seater (2+2)",18:20:00,"13h 50m",08:10:00,3.7,1500.00,"49 Seats available"
7028,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels (Dolphin)","A/C Sleeper (2+1)",17:30:00,"15h 55m",09:25:00,4,2199.00,"3 Seats available"
7029,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels (Dolphin)","AC Sleeper (2+1)",18:30:00,"16h 00m",10:30:00,3.6,2199.00,"7 Seats available"
7030,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels(M.Dev)","A/C Sleeper (2+1)",22:00:00,"14h 35m",12:35:00,3.5,1899.00,"13 Seats available"
7031,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels (Vishal)","Non AC Seater (2+2)",18:10:00,"15h 10m",09:20:00,3.9,1299.00,"10 Seats available"
7032,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Manish Roshan Travels","A/C Sleeper (2+1)",20:30:00,"14h 00m",10:30:00,3.8,2000.00,"13 Seats available"
7033,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Naik Tours And Travels","NON A/C Sleeper (2+1)",16:20:00,"14h 25m",06:45:00,3.6,1950.00,"5 Seats available"
7034,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"PSR Travels (Vaibhav)","A/C Sleeper (2+1)",22:30:00,"14h 00m",12:30:00,4.3,2199.00,"9 Seats available"
7035,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels(GTA)","A/C Sleeper (2+1)",19:00:00,"14h 35m",09:35:00,3.4,1750.00,"16 Seats available"
7036,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Vailankanni Travels - Mujawar","NON A/C Sleeper (2+1)",19:40:00,"13h 20m",09:00:00,3.1,2200.00,"1 Seat available"
7037,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels (Dolphin)","A/C Sleeper (2+1)",16:30:00,"15h 20m",07:50:00,2.4,2199.00,"2 Seats available"
7038,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Giroba Travels (Shree)","A/C Sleeper (2+1)",18:30:00,"15h 00m",09:30:00,1.8,1800.00,"9 Seats available"
7039,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Jolly Tours and Travels","A/C Sleeper (2+1)",19:25:00,"12h 05m",07:30:00,3.5,2000.00,"2 Seats available"
7040,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Manish Travels","Non AC Seater (2+2)",18:30:00,"14h 30m",09:00:00,3.5,1300.00,"5 Seats available"
7041,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Sai Travels","A/C Sleeper (2+1)",19:45:00,"13h 50m",09:35:00,3.4,1800.00,"14 Seats available"
7042,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels (Vaibhav)","A/C Sleeper (2+1)",22:31:00,"14h 10m",12:41:00,4.3,2199.00,"8 Seats available"
7043,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Giroba Travels","A/C Sleeper (2+1)",19:00:00,"14h 00m",09:00:00,1.8,1799.00,"7 Seats available"
7044,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"PVS Tours and Travels","A/C Sleeper (2+1)",20:30:00,"12h 50m",09:20:00,4.1,2299.00,"23 Seats available"
7045,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Gujarat Travels","Bharath Benz A/C Sleeper (2+2)",13:25:00,"13h 40m",03:05:00,1.8,1530.00,"3 Seats available"
7046,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels (Dolphin)","A/C Sleeper (2+1)",19:30:00,"15h 00m",10:30:00,2.8,1799.00,"16 Seats available"
7047,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"AAINATH TRAVELS","A/C Sleeper (2+1)",21:30:00,"14h 40m",12:10:00,2,2399.00,"9 Seats available"
7048,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Anand Travels","NON A/C Sleeper (2+1)",19:30:00,"13h 00m",08:30:00,2,1600.00,"1 Seat available"
7049,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"PVS Tours and Travels","A/C Sleeper (2+1)",20:30:00,"12h 15m",08:45:00,3.6,3000.00,"27 Seats available"
7050,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels Goa","A/C Sleeper (2+1)",15:00:00,"15h 10m",06:10:00,2.6,2199.00,"8 Seats available"
7051,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Jolly Tours and Travels","A/C Seater (2+2)",19:25:00,"12h 05m",07:30:00,2.6,1499.00,"13 Seats available"
7052,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Manish Sharma Travels","A/C Sleeper (2+1)",19:00:00,"13h 50m",08:50:00,1.6,2000.00,"7 Seats available"
7053,"Goa to Mumbai",https://www.redbus.in/bus-tickets/goa-to-mumbai,"Manish Travels","A/C Sleeper (2+1)",19:30:00,"14h 00m",09:30:00,0,2000.00,"16 Seats available"
